"zip","price","sq_ft","lot_size","beds","baths","age","daysOnMarket"
"90008","1100000","2162","8542","3","2","1956","70"
"90005","1290000","2950","0.24","5","3","1919","426"
"90230","625000","1074","2.96","2","2","1969","156"
"90003","316000","1458","5401","0","0","1930","89"
"90047","675000","2480","7001","4","3","1969","262"
"90049","33500000","8617","1.9","6","12","1940","295"
"90026","1035000","1567","6844","3","2","1925","249"
"90046","763000","1618","7016","3","3","1988","42"
"90049","33500000","8617","1.9","6","12","1940","295"
"90046","1150000","935","6622","2","1","1952","74"
"90036","2150000","5588","6497","0","0","1930","84"
"90077","24500","0","0","0","0","0","85"
"90037","675000","6472","7133","0","0","1912","263"
"90022","479000","1494","5620","4","3","1923","29"
"90067","695000","853","0","1","1","1966","35"
"90033","470000","1281","4001","0","0","1923","59"
"90003","380000","1568","5546","3","2","1909","588"
"90039","1235000","1435","5678","2","2","1926","39"
"90049","3945000","4626","1.09","6","4","1939",""
"90025","1950000","2114","7004","3","2","1930","65"
"90048","1735000","0","6200","0","0","1926","72"
"90230","1175000","951","4992","2","1","1951","73"
"90047","530000","1110","5208","3","1","1947","46"
"90027","569500","946","0.24","1","1","1959","513"
"90230","575000","962","6.13","2","2","1973","58"
"90002","385000","920","4876","3","1","1926","1"
"90066","697000","841","2.86","2","2","1961","39"
"90059","440000","1567","6004","3","2","1946","68"
"90043","500000","1140","4921","2","1","1921","-4"
"90042","849900","1962","1350","3","4.5","2018","63"
"90037","570000","4754","6791","0","0","1924","86"
"90230","1335000","1671","4994","3","2","1950","106"
"90011","457000","1446","5426","0","0","1912","39"
"90047","509000","1157","7621","3","2","1944","-3"
"90044","470000","1454","5401","0","0","1919","204"
"90002","382000","975","4001","3","2","1924","113"
"90049","1199999","1760","0.34","3","3","2000","50"
"90032","795000","1518","0.34","3","2","1956","120"
"90002","484000","1620","5845","0","0","1928","121"
"90064","1100000","1567","0","2","3","2008","42"
"90032","770000","1564","6628","3","2","1921","6"
"90034","1285000","3244","0","0","0","1965","224"
"90046","959000","1340","7803","2","2","2009","71"
"90042","751888","1450","5214","4","2","1923","40"
"90045","537000","902","2.36","2","2","1968","64"
"90026","1400000","2088","5969","4","2","1919","38"
"90059","440000","1065","4801","2","2","1926","898"
"90042","852000","1055","8014","2","1","1937","44"
"90064","105000","1949","5409","3","2","1951","1808"
"90047","645000","1791","6700","4","2","1928","84"
"90047","700500","2170","6676","0","0","1937","39"
"90031","653000","1703","0","0","0","1903","115"
"90043","780000","2052","8180","3","2","1937","40"
"90044","773000","3872","5203","0","0","2015","65"
"90031","452000","1194","7491","0","0","1914","81"
"90035","950000","1400","0.27","2","2","2006","-2"
"90230","550000","924","1.14","2","1.5","1968","38"
"90040","625000","1824","6539","0","0","1965","59"
"90230","473000","697","6.13","1","1","1973","-2"
"90042","760000","1812","6615","4","2","1954","65"
"90044","460000","1216","3570","0","0","1928","23"
"90022","437500","1631","4404","0","0","1928","47"
"90031","25000","0","0","0","0","0","181"
"90037","600000","1716","5223","0","0","1910","53"
"","25000","0","0","0","0","0","3"
"90077","1600000","1933","0.3","2","2","1949","-2"
"90068","800000","1200","0.3","2","1.5","1937","107"
"90024","3243750","3890","0.24","5","4","1939","53"
"90066","1750000","2194","4600","4","4","1947","47"
"90020","650000","1040","0","2","2","2016","51"
"90230","1415000","1629","5752","3","2","1940","84"
"90068","559000","987","11.7","1","1","1966","45"
"90023","470000","768","3953","2","2","1914","34"
"90044","415000","1008","5739","2","1","1923","167"
"90027","1050000","1872","5736","3","1","1910","253"
"90011","440000","1544","3581","4","2","1928","41"
"90044","830000","3452","5658","10","6","2013","40"
"90068","1265000","1599","6899","3","1.5","1948","55"
"90069","925000","1193","1.43","2","2","1964","2"
"90077","1115900","1890","2437","2","3","1978","238"
"90046","2001000","3569","0","3","4","2001","68"
"90046","2001000","0","4457","0","0","0",""
"90024","998000","1656","0.38","2","2","1985","142"
"90018","550000","1020","5604","2","1","1920",""
"90041","909000","1340","0.33","3","2","1974","69"
"90045","560000","1013","0.56","2","2","1991","28"
"90025","1269000","864","5409","2","1","1923",""
"90029","436000","2272","5702","4","4","1941","216"
"90016","750000","1799","6489","5","2","1923","2532"
"90011","699000","2740","5408","8","4","2009","3529"
"90046","1245000","1580","0.35","2","3","2017","47"
"90045","349000","595","2.36","1","1","1968","49"
"90016","960000","2973","0.23","0","0","0","190"
"90017","489000","531","2.27","0","1","2017","46"
"90027","3837500","3608","9580","4","6","1932","30"
"90077","7650000","0","0.69","3","6","1935","404"
"90047","351015","968","3601","2","1","1925","75"
"90042","530000","998","5601","3","1","1895","77"
"90020","385000","640","1.01","1","1","1986","148"
"90016","277500","2092","5040","4","3","1922","2057"
"90077","1377000","2543","0.56","5","4","1951",""
"90014","745000","990","0.37","0","1","1911","89"
"90043","1040000","6202","7951","10","8","1947","26"
"90046","527500","1047","1.23","1","1.5","1964","72"
"90016","710000","1459","4806","3","2","1921","61"
"90029","435534","580","0","1","1","1941","48"
"90011","445000","1020","5400","3","2","1906","113"
"90011","1000000","1189","6250","2","2","1902","663"
"90019","2375000","6048","8880","10","10","1953","5459"
"90026","449000","706","0","2","1","1979","60"
"90004","1140000","2270","0.45","4","4","2008","149"
"90047","540000","2376","3360","4","3","1927","44"
"90069","530000","970","1.64","1","1","1974","27"
"90026","940000","1774","3890","5","2","1923","48"
"90015","1750000","1700","9.17","2","3","2010","74"
"90026","800000","1852","3043","5","3","1907","208"
"90025","3025500","5450","8107","10","7","1949",""
"90026","475000","680","0","1","1","1923","69"
"90039","1237500","1840","7428","1","2","1960","26"
"90017","420000","530","0.27","1","1","1964","47"
"90024","427700","502","1.83","0","1","1973","28"
"90045","915000","1456","4021","3","1","1946","12"
"90049","1000000","1620","7375","2","3","1993","12"
"90066","1300000","1979","1953","3","4.5","2014","41"
"90061","510000","2281","7509","3","2","1949","48"
"90023","479000","1100","4851","4","2","1921","34"
"90039","1330000","2085","4375","3","4.5","2018","-3"
"90004","1374000","1405","4795","3","2","1923","56"
"90041","675000","916","3105","2","1","1924","-3"
"90003","560000","1740","4570","0","0","1921","1"
"90043","1070000","2306","5537","3","2","1939","42"
"90003","499999","1","4724","0","0","1909","104"
"90033","599000","1376","5422","0","0","1924","47"
"90024","3650000","4546","7742","0","0","1941","405"
"90008","265000","822","0","1","1","1959","-3"
"90068","20000","0","0","0","0","0","11"
"90008","720000","1180","6010","2","1","1941","43"
"90016","1139000","1975","5402","4","3","1924","43"
"90042","855000","945","5456","2","2","1950","28"
"90041","1643000","2308","8059","4","3","1928","61"
"90059","355000","858","5351","2","1","1946","117"
"90012","710000","1516","0.48","2","3","2002","57"
"90004","1825000","2709","9304","6","3","1912","670"
"90011","450000","1474","5532","4","2","1922","65"
"90042","804500","1312","4812","4","3","1906","53"
"90019","730000","2184","6624","4","2","1907",""
"90005","1550000","5490","6750","8","4","1923","418"
"90062","536000","1510","5750","3","1","1914","137"
"90042","830000","970","4998","2","2","1923","47"
"90036","1615000","2270","5608","3","2","1924","40"
"90028","741000","1370","0.76","2","4","2007","245"
"90063","430000","1212","4659","3","3","1923","184"
"90064","1200000","893","6250","2","1","1940","47"
"90065","1070000","1351","5638","3","2","1928","43"
"90049","1512000","2046","0.65","2","3","1996","3382"
"90044","529000","1626","6123","3","2","1909","229"
"90043","761000","2503","7128","3","2","1947",""
"90034","1635000","2637","0.35","4","3","1958","61"
"90019","1100000","4904","6811","8","4","1924",""
"90004","2125000","2012","6750","4","3","1921","35"
"90043","660000","1282","6401","2","1","1926","75"
"90045","2100000","3048","6000","5","4","2018","46"
"90066","2313000","2257","5872","4","4.5","1947","40"
"90004","1100000","3356","9000","3","2","1923","3055"
"90042","1200000","1196","5003","2","1","1925","208"
"90094","858975","1300","0.71","2","2","2004","160"
"90041","813000","1065","4785","2","1.5","1963","49"
"90010","850000","2032","0.9","3","3","2001","62"
"90230","579900","1109","0.61","2","2","1967","65"
"90069","2800000","0","7757","3","3","1924","70"
"90064","2490000","3500","8352","5","4","1952","59"
"90059","425000","2398","3251","4","2","1997","210"
"90005","1450000","5356","6751","8","4","1917","7314"
"90019","765000","2498","7425","3","2","1914","96"
"90020","292500","368","1.69","0","1","1973","67"
"90019","865000","1095","3170","2","1","1928","28"
"90041","625000","624","4831","2","1","1924","52"
"90035","5740000","2473","8168","2","2","1951","1203"
"90094","1325000","2140","0.59","2","3","2005","54"
"90044","350000","773","2873","2","1","1923","197"
"90016","1650000","4076","9614","8","8","1926",""
"90094","1638000","1871","0.3","3","3","2014","74"
"90069","525000","855","0.76","1","1","1970","-21"
"90018","951000","2753","8400","4","2","1910","35"
"90230","1221221","1250","8502","3","2","1947","28"
"90043","1300000","3756","6001","0","0","1949","39"
"90005","2000000","5660","6750","8","4","1917","517"
"90064","810000","1611","8474","2","3","1992",""
"90059","1390909","1118","4487","3","2","1955",""
"90002","430000","2268","3375","6","4","2006","55"
"90230","1338000","1780","4995","3","2","1941","75"
"90066","1900000","2377","7081","3","3","1948","82"
"90066","1565000","1440","4950","3","2","1924","34"
"90094","644000","830","0.65","1","1","2005","75"
"90011","740000","2822","6257","8","4","1940","104"
"90039","975000","1014","5600","2","1","1937","40"
"90069","1030000","1553","1.34","2","3","2002","31"
"90066","1660000","2229","5204","4","3","2018","123"
"90046","3800000","4758","6507","5","7.5","2016","78"
"90024","800000","1407","0.72","2","2","1989","22"
"90015","605000","860","0.95","1","1","2007","32"
"90024","3632607","3354","8100","3","3","1929","71"
"90008","265000","12486","0.4","15","15","1959","2408"
"90046","957000","745","1749","2","1","1927","48"
"90036","1620000","1798","6458","3","3","1925",""
"90034","2500000","4149","7501","7","5","1931","5151"
"90038","950000","1723","1637","2","3","2009","43"
"90066","1205000","1071","5595","2","1","1925","33"
"90008","2240000","6950","8893","5","7.5","2005","238"
"90049","19375000","8000","0.75","5","7.5","1998","66"
"90025","828500","1207","0.82","2","2","1989","59"
"90020","11347742","8477","0.66","6","7.5","1928","102"
"90019","799000","1590","0.39","3","3","2017","78"
"90069","1398000","0","0.24","2","2","1951",""
"90045","460000","963","0.81","2","2","1985","116"
"90069","3725000","2996","0.31","3","3","1937","60"
"90068","1637000","0","6422","3","2","1949","30"
"90056","1394421","3587","9517","4","4","1965","71"
"90003","412500","912","5583","3","1","1946","39"
"90007","6350000","17439","8975","22","30","1927",""
"90043","660000","2100","5105","5","4.5","2018","121"
"90043","545000","1655","6750","4","2","1922","91"
"90032","440000","1024","6233","2","1","1942",""
"90069","528000","667","1.46","1","1","1973","46"
"90066","1110000","834","5501","2","1","1947","31"
"90026","1855000","5894","7388","12","9","1961",""
"90025","860000","1971","0.31","2","3","1981","80"
"90045","1090000","1958","6796","3","2","1950","39"
"90029","760000","1723","3402","5","3","1920","321"
"90044","445000","1530","6032","3","1","1928",""
"90008","500000","1020","1.5","2","2","2007","101"
"90034","1485000","2005","6006","3","2","2017","49"
"90039","1105000","1770","2616","3","3","2010","42"
"90025","860000","1373","0.48","2","2","1974",""
"90007","7150000","21770","8780","0","0","1910",""
"90029","1920000","6872","7241","11","11","1971","2039"
"90068","1466000","2046","6828","3","2","1962","99"
"90230","996900","1540","5036","2","1.5","1946","34"
"90065","797000","1134","5999","2","1","1912","50"
"90045","1600000","1850","5915","3","2","1951","159"
"90037","410000","1066","5241","2","1","1910",""
"90022","525000","1039","5968","2","1","1941","20"
"90032","532000","1461","5961","3","2","1924","96"
"90069","1290000","1470","0.61","2","3","2009","20"
"90016","1193000","3122","6217","8","7","1925","18"
"90042","611000","594","1868","2","1","1917",""
"90019","805000","1190","6201","2","1","1939","44"
"90011","449900","1072","3563","3","2","1916","51"
"90046","1175000","1555","6460","3","4.5","2014","59"
"90039","852000","1455","0.68","2","3","2014","35"
"90015","545000","790","1.72","1","1","2006","153"
"90001","350000","784","1565","2","2","1930","90"
"90048","755000","885","2.07","1","2","1971","41"
"90036","3360000","4928","7506","5","6","2018","101"
"90046","1720000","1538","6549","3","2","1923","1518"
"90024","740000","1075","0.3","2","2","1963","43"
"90010","525000","830","1.47","1","1","1962","35"
"90068","690000","1375","7499","2","3","1978","194"
"90011","625000","1106","6000","2","1","1902",""
"90024","1760000","1849","0.61","2","2","2018","1"
"90065","490000","522","5200","1","1","1949",""
"90004","708000","1578","7024","2","1","1920",""
"90066","2700000","3549","7375","5","6","2018","40"
"90004","1110000","954","4999","2","1","1921","35"
"90046","1380000","2392","7153","3","3","1992","39"
"90042","611000","804","4571","1","1","1921","203"
"90013","720000","998","0.71","1","2","1912","62"
"90077","1110000","2968","1.36","3","3","1980","132"
"90043","569000","1100","4801","3","2","1923","69"
"90008","618000","1508","0","2","3","1961","102"
"90049","1150000","1902","7823","3","3","2000","115"
"90027","1869000","2340","7707","4","4.5","1935","41"
"90015","1030000","990","9.17","1","2","2010","114"
"90064","1100000","922","6959","2","1","1950",""
"90044","675000","1377","7436","2","1","1938","284"
"90025","1450000","2415","4958","3","4.5","1932","60"
"90003","382000","861","4119","2","1","1926","92"
"90019","1081000","1403","6888","2","1","1930","57"
"90025","827000","1475","6751","2","3","1989",""
"90016","775000","936","4793","3","1","1922","42"
"90062","565000","1526","6306","3","3","1911","167"
"90048","3215000","0","3959","3","4.5","2013","19"
"90018","397000","900","4802","1","1","1929",""
"90004","2815000","3187","6354","4","6","1926","113"
"90006","750000","2732","8062","5","3","1907","2877"
"90019","1050000","2224","6600","4","2","1922","181"
"90068","575000","1154","11.7","2","2","1966","62"
"90011","1095500","4032","6001","15","8","1964","305"
"90059","360000","912","0.26","3","1","1903","39"
"90019","1025000","5026","7000","6","4","1924","26"
"90034","1225000","1456","6175","2","2","1948","20"
"90045","1020000","1432","9309","3","2","1949","46"
"90025","1047000","1733","0.33","2","2","1982","45"
"90066","828000","1130","0.88","2","2","2010","55"
"90038","1541500","1692","7500","3","2","1911",""
"90016","480000","867","1.86","2","1.5","1949","41"
"90044","385000","660","5720","2","1","1922","79"
"90059","409000","832","5004","2","1","1945","68"
"90069","3450000","2036","0.26","3","3","1963","19"
"90069","1325000","1760","7705","2","3","1993","187"
"90066","2500000","3117","5500","4","4.5","2018","-1"
"90001","530000","1550","6231","0","0","1947","39"
"90032","90000","0","8846","0","0","0","1526"
"90042","730000","2556","5599","0","0","1915","217"
"90004","637000","948","4357","2","1","1922","147"
"90065","18000","0","0","0","0","0","41"
"90065","574500","844","5992","1","1","1923","62"
"90044","325000","1364","3814","4","2","1924",""
"90039","1788000","2800","4768","3","1.5","1939","27"
"90049","1855000","2151","6999","3","2","1946","103"
"90024","550000","646","0.97","1","1","1963","63"
"90043","363000","1284","3906","4","1","1925","451"
"90028","899000","1140","0.29","2","2","1929","61"
"90024","1275000","1450","0.29","2","3","2015",""
"90046","900000","1014","1811","2","2","1926","125"
"90037","405000","1382","4533","3","1","1910","331"
"90003","319800","1027","3825","3","2","1923","68"
"90029","1200000","2146","4224","4","4","1954","26"
"90045","4600000","1944","6821","4","2","1949","1881"
"90011","530000","1918","7497","3","1","1903","124"
"90003","400000","2415","6240","6","4","1947","7427"
"90026","810000","2512","7003","4","3","1890","1237"
"90024","878000","1711","0.43","2","2","1981","63"
"90046","1499000","1750","6754","2","1.5","1918","46"
"90024","1496000","1116","0.61","1","1.5","1954",""
"90046","787500","1252","0.39","2","2","1963","40"
"90004","1100000","2172","7504","3","3","1919","62"
"90064","750000","1131","6501","2","2","1989","55"
"90069","9565000","6281","0.49","5","9","2018","20"
"90003","395000","914","5436","2","1","1941","54"
"90066","865000","1418","7249","2","2","1981","45"
"90069","1300000","1548","0","2","3","1990","202"
"90015","665000","1020","1.21","1","1","2008","172"
"90047","437000","1008","4275","2","1","1925","41"
"90001","295000","836","6000","2","1","1918","161"
"90017","519500","820","0.62","1","1","1986","68"
"90025","750000","1548","6615","2","2","1988","24"
"90017","535000","860","0.62","1","1","1986","260"
"90011","6075000","1280","2820","2","2","1919","3618"
"90028","708000","1170","0.57","2","2","2009","55"
"90024","3100000","2735","0.87","2","3","2010","24"
"90019","350000","988","4200","2","1","1922","57"
"90048","1299000","2032","0.25","3","4.5","1969","120"
"90048","570000","719","2.07","1","1.5","1971","167"
"90069","1300000","1548","0.31","2","3","1990",""
"90025","1065000","1650","0.31","3","4.5","2006","106"
"90025","920000","1683","0.38","2","2","1974","66"
"90066","1100000","1471","4783","3","2","1937","98"
"90062","485000","1486","5676","0","0","1922","66"
"90002","325000","980","3122","3","1","1928","99"
"90032","560000","1378","6314","4","3","1942","97"
"90002","569000","2130","6248","0","0","1926","78"
"90032","77500","0","0","0","0","0","99"
"90032","77500","0","0","0","0","0","99"
"90012","1450000","5770","6673","0","0","1970","66"
"90011","800000","3157","6525","0","0","1905","64"
"90045","999000","1414","7025","3","2","1946","208"
"90002","475000","1286","0","0","0","1933","211"
"90047","1600000","10939","0","0","0","1962","79"
"90044","460000","1080","6988","2","1","1920","68"
"90038","795000","1031","2835","2","1","1922","7"
"90024","764000","1088","0.36","2","2","1970","64"
"90004","1100000","1545","6749","3","1.5","1922","111"
"90016","645000","1279","0","2","2","1914","24"
"90069","835000","1153","0.86","2","2","1973","53"
"90029","1250000","2183","9032","4","2","1919","452"
"90042","815000","1315","5994","2","2","1922","146"
"90230","406850","697","2.62","1","1","1973","191"
"90011","238000","1263","5427","3","1","1907",""
"90024","1000000","1824","0.72","3","3","1963",""
"90064","1574000","1420","6751","2","1","1926","65"
"90027","1110000","0","1527","0","0","0","43"
"90067","850000","1300","13.53","2","2","1986",""
"90027","11750000","15775","0.42","36","40","1955",""
"90057","320000","519","0.39","1","1","1971","189"
"90040","325000","689","2977","2","1","1947","155"
"90016","645000","1279","6000","2","2","1914",""
"90049","415000","545","4.33","1","1","1959","65"
"90066","1625000","2932","6249","4","4","1949","48"
"90065","1223500","1847","7249","2","3","2016","57"
"90068","2125000","4396","6240","4","6","1992","247"
"90064","2925000","3660","0.27","4","4","1950","57"
"90046","1800000","4297","6162","4","6","2005","175"
"90066","1425000","1542","5750","3","2","1946","43"
"90066","3075000","1416","7430","2","2","1950","504"
"90005","6215000","30020","0.34","39","45","1962","5589"
"90069","1600000","1193","1.43","2","2","1964",""
"90024","1025000","1459","0.4","2","2","1962","183"
"90032","628350","1000","7505","2","1","1922","188"
"90032","1178000","3305","5900","0","0","1959",""
"90230","660000","1300","0.61","2","2","1967","302"
"90037","375000","578","5439","1","1","1938","21"
"90045","1365000","2160","7734","4","3","1951","38"
"90019","965000","3230","0.28","6","4","1987","1393"
"90003","360000","1008","5100","3","1","1922","129"
"90036","2850000","3330","9073","6","4","1925","50"
"90066","1875000","2761","4306","4","4","2018","43"
"90025","3960000","9332","8034","14","11","1963",""
"90029","1250000","2825","8684","6","3","1920","3658"
"90034","2350000","7009","7425","15","12","1964",""
"90068","1435000","1882","6766","3","2","1958","29"
"90230","1110000","1552","6252","3","3","1941","158"
"90049","4146400","3635","9183","4","6","1941","71"
"90065","800000","1554","5500","3","3","1937","42"
"90077","1850000","2452","8804","3","3","1989","43"
"90046","825000","900","2500","2","2","1938","30"
"90045","1125000","1880","5725","4","2","1952","38"
"90066","2400000","2700","5415","4","4.5","2018","141"
"90065","1315600","2236","4670","3","3","1991","37"
"90012","410000","481","2.44","0","1","1968","69"
"90043","810000","2390","6600","3","3","1939","202"
"90026","452000","884","3520","2","2","1925","253"
"90004","720000","1439","0.32","3","2","2016","55"
"90068","1150000","1678","8817","3","2","1963","50"
"90064","1480000","1318","6250","3","1","1929",""
"90002","362000","1188","5066","3","2","1974","22"
"90008","950000","1825","4620","3","2","1948","37"
"90034","2100000","6008","7474","11","9","1962","4320"
"90047","416000","736","4682","2","1","1923","47"
"90015","490000","754","1.72","1","1","2006","171"
"90065","585000","1311","5168","2","4","1922","37"
"90003","435000","1400","4700","3","2","1910","64"
"90032","1075000","3850","7000","0","0","1964","71"
"90045","818000","1196","6000","0","0","1943","35"
"90032","485000","756","4715","2","1","1947","71"
"90046","1150000","1156","5289","2","2","1939","34"
"90044","485000","1520","7019","0","0","1921","60"
"90029","2040000","6832","6881","12","12","1957","5682"
"90032","485000","756","4715","2","1","1947","71"
"90044","395000","770","6616","2","1","1921","2929"
"90045","818000","1196","6000","0","0","1943","35"
"90044","425000","1327","5309","3","2","1924",""
"90005","3000000","10744","8967","16","16","1957",""
"90003","220000","1904","5207","4","2","1913",""
"90038","1884000","1789","7499","5","2","1919",""
"90003","370000","1134","5086","2","1","1945","-1"
"90034","1975000","2778","7743","3","4","1950","131"
"90032","820000","3683","0.29","5","6","1924","215"
"90042","615000","707","5998","2","1","1921","22"
"90230","622000","962","6.13","2","2","1973","39"
"90049","750000","1228","1.85","2","2","1996","54"
"90044","850000","3516","5592","8","4","1963","2478"
"90066","2600000","3048","5846","5","4","1947","1"
"90004","1687500","2500","6887","4","4","1911","95"
"90069","532000","977","0.31","1","1","1969","33"
"90230","1925000","3000","5758","5","4","1944","270"
"90016","735000","1118","5996","3","1","1944","42"
"90047","580000","2286","5441","6","4","1997",""
"90069","710000","843","7357","1","1.5","1980","45"
"90004","2270000","5724","7353","9","9","1990",""
"90048","1950000","3473","5107","4","5","1931","64"
"90031","989000","1795","6298","3","4.5","1978","27"
"90045","1636425","2252","7603","4","3","1945","53"
"90230","1250000","1165","4075","3","1","1941","40"
"90026","1910000","4912","6269","10","8","1962",""
"90018","650000","1500","6138","3","1","1907","138"
"90047","400000","1095","7124","3","1","1946","53"
"90047","463000","1566","5400","3","2","1929","157"
"90015","775000","1370","1.72","2","2","2006","195"
"90044","480000","1358","5256","4","2","1905","2061"
"90033","660000","3013","4352","0","0","1928","132"
"90036","1500000","2010","6752","4","3","1924","126"
"90045","1000000","1786","7061","0","0","1950","88"
"90026","960000","2268","7192","0","0","1924","274"
"90038","620000","1180","0.47","2","2","2008","112"
"90044","840000","3516","0","8","4","1963","35"
"90047","430000","936","4679","2","1","1922","163"
"90037","482476","2108","5444","0","0","1913","75"
"90032","60000","0","0","0","0","0","72"
"90026","852000","1904","7441","0","0","1922","114"
"90031","1417250","6534","0.25","0","0","1904","160"
"90003","610000","2480","3850","0","0","2006","61"
"90011","225000","0","3159","0","0","1912","167"
"90023","1085000","4212","0.31","8","7","1922","64"
